status,shannon_entropy,abnormal_subdomains,first_digit_position,url_length,digit_count,subdomain_count,common_terms_count,special_chars_count,relative_entropy
legitimate,4.191272380112911,False,-1,50,0,0,4,8,1.2367936835741915
phishing,4.287539254067758,False,-1,51,0,0,2,7,0.6816319946117293
legitimate,4.322315530038771,False,35,45,6,0,3,9,2.561233222778415
phishing,4.917410844470601,False,77,159,43,0,2,16,1.4083483719497467
phishing,4.618078209349709,False,12,44,10,0,4,8,0.655023701916568
phishing,5.208074012864434,False,36,103,8,0,3,12,2.0899120855274487
phishing,4.013041446157795,False,-1,46,0,1,1,10,2.524646281991404
legitimate,4.143607886039516,False,-1,45,0,0,3,8,3.398691617840759
phishing,4.0322539597804266,False,-1,51,0,0,2,9,0.7347164267625268
phishing,3.893086896197163,False,-1,38,0,0,3,8,1.2839176100952192
phishing,4.774811040285755,False,36,81,23,0,3,8,0.7926746153641194
legitimate,4.309917821209997,False,-1,112,0,0,4,17,0.794931731746995
phishing,3.923365924534973,False,-1,39,0,0,3,7,1.959660974134502
phishing,5.234860534743135,False,34,99,8,0,3,14,2.3916734688296075
legitimate,4.224751985026256,False,-1,45,0,0,4,7,1.0439608677445484
phishing,4.129085753935211,True,17,60,2,2,2,11,1.3793494945903415
legitimate,4.635081832331412,False,49,74,6,0,2,17,1.6302886594080042
legitimate,4.079332469209647,False,-1,61,0,0,3,11,2.0309406316442344
phishing,4.215311532225101,False,18,40,5,2,3,7,0.4997343443936126
phishing,4.378727103656465,False,39,52,2,0,3,8,0.9233560868874906
phishing,4.325560813820691,False,-1,88,0,1,5,15,1.1063521950903512
legitimate,4.18588130783542,False,67,74,2,0,2,10,1.7333183606630875
legitimate,4.468576629687865,False,43,46,3,0,3,9,1.39915599116354
legitimate,4.367964298652708,False,-1,54,0,0,3,8,1.3746552412202944
phishing,4.233795548692773,False,-1,54,0,0,1,9,0.9638756531889616
legitimate,4.238334671954105,False,-1,38,0,0,3,8,3.1069050731635324
legitimate,4.361417557494121,False,-1,67,0,0,3,11,1.545372901358263
phishing,4.350294142705842,False,-1,62,0,0,2,14,1.9792492039897929
phishing,4.342507092741192,False,32,59,4,0,2,10,1.2943443621026525
phishing,4.166333549959635,False,22,57,1,1,3,8,1.1653664359187947
legitimate,3.929229296672175,False,-1,32,0,0,1,7,1.2619821037518235
phishing,3.961077108645552,False,-1,46,0,0,3,8,1.0162066473278952
legitimate,4.003259028248121,False,-1,37,0,0,3,7,3.1069050731635324
phishing,4.062305474194334,False,22,36,1,0,2,5,1.015392103312031
phishing,4.187535209236147,False,40,52,2,0,2,10,1.210494560704397
phishing,3.8431390622295662,False,10,32,8,0,2,6,0.4090987844486497
legitimate,3.836600340868551,False,-1,34,0,0,3,5,2.145483849239313
legitimate,3.6241717609419575,False,-1,27,0,0,2,7,1.8018809684564336
phishing,4.706166744360949,False,59,92,28,0,3,12,0.8808668815170192
legitimate,4.821601779987788,False,81,102,6,0,3,17,2.766869657928879
legitimate,4.007048827786958,False,-1,32,0,0,4,6,0.6273776154951807
legitimate,3.853863219997788,False,-1,29,0,0,4,6,2.0933353322657164
phishing,4.541303344505569,False,86,119,1,0,2,18,1.3096889883592469
legitimate,4.348685533022554,False,55,59,4,0,4,9,1.0143209934057706
legitimate,4.233795548692774,False,-1,54,0,0,2,8,1.0311422138852149
phishing,5.1182175492354895,False,18,151,41,0,3,9,2.0537452242955405
legitimate,4.355023566265563,False,33,84,3,0,4,14,1.1459339282349794
phishing,4.381473923348459,False,-1,55,0,0,3,11,2.7807118865303493
legitimate,3.3082708345352603,False,-1,18,0,0,2,5,1.9917296997529637
legitimate,4.060416641661804,False,-1,39,0,0,4,6,1.7967446858891918
legitimate,3.896291529045928,False,-1,28,0,0,4,7,1.46926584909006
legitimate,3.8431390622295662,False,-1,32,0,0,3,8,2.480540660661912
legitimate,3.5,False,-1,16,0,0,1,4,2.991088801012975
phishing,3.708132064658602,False,-1,23,0,0,2,6,1.5263302578078246
legitimate,3.9952378913808873,False,-1,29,0,0,2,7,1.9441252130427829
phishing,3.926272374139508,False,-1,29,0,0,3,6,0.856154207151038
legitimate,4.11073699294092,False,-1,41,0,0,4,7,1.924399015427433
phishing,4.027169118440616,False,15,22,4,0,2,5,2.5967187367828704
phishing,4.635361295347743,False,26,52,2,0,3,10,1.4222212727253314
phishing,3.918208434154616,False,28,38,1,0,2,10,1.4892043142778388
legitimate,4.0062389286533895,False,-1,30,0,0,4,7,1.624616781150643
phishing,4.409893507236863,True,61,76,8,2,3,10,1.1178122325987816
phishing,4.7147887327312095,False,7,430,17,0,10,99,2.308004356073785
legitimate,3.848249906801916,False,-1,37,0,0,2,6,3.398691617840759
legitimate,4.385756848415241,False,63,73,5,0,2,12,1.198086913493342
phishing,4.7334448240680045,False,31,56,6,0,3,11,1.4970618057921692
legitimate,4.388361818902569,False,-1,70,0,0,3,14,1.4692332863723012
phishing,4.425591860285231,False,-1,70,0,0,1,10,1.4981081719810805
legitimate,4.38815450741941,False,48,52,4,0,3,9,1.4755430014445068
legitimate,3.840347116419752,False,-1,31,0,0,4,7,1.1507132569751912
phishing,4.598093131678854,False,53,90,22,0,6,11,1.509822260078662
legitimate,4.320096297369663,False,38,45,7,0,1,9,3.219324043286112
legitimate,4.490564832439369,False,18,55,2,0,3,9,1.136331062416088
phishing,4.504394113022326,False,12,65,5,0,3,12,1.1755146238751744
phishing,4.113172736114331,False,23,41,3,0,3,7,1.0222099887485483
phishing,4.739339154893165,False,42,71,12,0,3,11,0.9843296733474214
phishing,5.006754715499977,False,32,83,6,0,3,12,2.361808651402112
phishing,4.773958169341782,False,40,73,25,0,2,8,1.2176625331011184
phishing,4.555467129755084,False,30,44,9,0,2,8,1.0937940260392056
phishing,4.845000791663592,False,70,114,6,0,5,17,0.5689578171485772
phishing,4.845831026631984,True,63,127,20,2,4,18,1.1178122325987816
phishing,5.141475560017514,False,36,99,7,0,3,12,2.5635302065640864
phishing,4.518411895854318,False,-1,56,0,0,3,11,1.5785492275002588
legitimate,4.110685332329446,False,-1,51,0,0,4,8,1.6722152777669006
phishing,3.861042196724363,False,-1,51,0,0,3,10,2.0217471967976506
legitimate,4.393942707918268,False,-1,40,0,0,3,9,0.8744932387451153
phishing,3.861983513035609,False,-1,33,0,0,2,10,2.924214496419346
legitimate,4.370833399832015,False,-1,88,0,0,4,14,1.4418267815532817
legitimate,4.121200690389197,False,33,122,6,0,6,21,1.553424252129452
legitimate,4.207102361466449,False,-1,53,0,0,3,8,0.8719410350246096
phishing,4.338141847079169,True,33,46,4,4,2,11,2.4074071771017835
phishing,4.083274571476652,False,-1,36,0,0,2,5,0.6463776589777174
legitimate,3.8001821971347023,False,-1,31,0,0,3,6,1.270928687222151
legitimate,4.147593366144262,False,-1,48,0,0,4,11,2.196986374110205
phishing,4.264700218300117,False,-1,101,0,0,2,14,2.871805333243034
legitimate,4.277926089825634,False,-1,41,0,0,3,8,1.2369642013737887
phishing,4.303830742923251,True,24,43,4,2,2,8,1.2345823666039588
legitimate,3.506890595608518,False,-1,15,0,0,1,4,2.1209365947264054
legitimate,4.246151577840245,False,21,42,3,0,2,10,3.4243078178698423
legitimate,3.9530021170359873,False,-1,51,0,0,2,9,1.4901714298628412
phishing,3.965199876515855,False,-1,48,0,0,3,11,1.2461478873557552
legitimate,4.245453029221314,False,-1,49,0,0,2,8,0.9511363213531818
phishing,4.213660689688185,False,-1,25,0,0,3,8,1.7119828684702072
legitimate,4.00799441649887,False,32,49,1,0,5,10,1.8588697305770543
legitimate,4.266541406655652,False,43,48,1,0,2,8,2.086164245269782
phishing,4.68675711922719,False,68,108,4,0,4,15,1.0319016270646724
phishing,4.028490680178816,False,-1,39,0,0,1,7,0.8235906077288546
legitimate,4.499581770147834,False,-1,80,0,0,3,13,1.2993498709044862
legitimate,3.9749375012019263,False,-1,36,0,0,3,7,1.3928498510444522
legitimate,3.91379956460568,False,-1,28,0,0,3,7,1.293442198620883
phishing,4.513794876803093,False,28,33,2,0,2,6,3.0999213941234105
legitimate,3.696624999159019,False,-1,23,0,0,5,7,2.471329740770724
legitimate,4.311779809188084,False,-1,77,0,0,4,12,1.2431948421974837
phishing,5.2988521944101725,False,35,342,142,0,4,37,1.5726581140294789
phishing,4.293594289588575,False,8,38,5,0,2,7,0.9626915224514024
legitimate,4.2945545745150735,False,-1,73,0,0,3,12,1.1163243980385502
legitimate,4.12728313431329,False,-1,33,0,0,4,7,1.9564639909113577
phishing,4.139601691100084,False,-1,67,0,0,3,12,0.9919865882033724
legitimate,4.201692923824033,False,37,39,2,0,3,7,1.6859333218301562
legitimate,3.803508854797679,False,-1,24,0,0,4,6,2.013718665648075
legitimate,3.8441065448145375,False,-1,26,0,0,3,6,1.492524855957903
legitimate,4.1604200911461655,False,30,39,5,0,3,9,3.043235319040938
phishing,4.758406544460784,False,30,62,22,1,2,8,1.4020668707894453
phishing,4.241102309232295,False,-1,41,0,0,2,8,1.2758151821800965
phishing,4.043942707918268,False,-1,40,0,0,3,6,0.970643876029176
legitimate,4.18520041193298,False,-1,51,0,0,3,9,1.2383822584061188
legitimate,4.427584211531937,False,28,59,4,0,3,12,1.681302648579081
legitimate,3.921593511005629,False,-1,50,0,0,5,9,1.2292675338265306
phishing,4.079965439170122,False,27,52,3,0,2,8,1.120550827195382
phishing,3.998728057370605,False,-1,43,0,0,3,8,1.2968170757109525
phishing,4.325034001454413,True,34,94,12,0,1,13,0.3707620930481347
legitimate,4.025756904931549,False,-1,60,0,0,4,9,1.9364537185212916
legitimate,3.614369445886756,False,-1,18,0,0,1,4,1.9613181756631972
phishing,5.634346578524228,False,61,204,27,0,3,15,1.7113371270147524
phishing,4.688460097983368,False,37,94,15,1,5,14,1.1063521950903512
phishing,4.043544614839371,False,-1,41,0,2,2,9,1.8768506145060764
phishing,3.576617644908665,False,11,19,3,0,2,6,4.883213015427452
phishing,3.9760107890421,False,24,35,1,0,2,7,0.8184218763844988
phishing,4.163965146396304,False,-1,63,0,0,3,10,0.6895700777272549
phishing,4.284458313732673,False,41,53,4,0,3,9,1.7238049551942
phishing,4.177328825158426,True,-1,75,0,2,2,15,0.6771247960775167
phishing,4.272140159802108,False,19,35,4,0,2,5,0.9055290796835608
phishing,5.335964154987066,False,62,210,14,0,6,37,2.104644486668363
legitimate,4.036040925839783,False,-1,44,0,0,3,7,1.1611977120761905
phishing,4.430847778121618,False,57,150,73,2,2,12,3.0062925736604127
phishing,4.028490680178816,False,-1,39,0,0,3,9,0.8812921014971978
phishing,4.163702445739504,False,-1,64,0,0,2,13,1.7841404515335837
phishing,5.034155776226639,False,71,106,17,0,3,18,1.402923950517937
phishing,4.028639311838576,False,-1,34,0,0,2,7,1.525003756710608
legitimate,4.322314067428179,False,-1,65,0,0,3,12,3.1069050731635324
phishing,4.309416071742446,False,11,60,2,0,2,13,1.2262596679654223
phishing,3.813660689688185,False,-1,25,0,0,2,6,1.0002009849935631
legitimate,4.291687154704211,False,34,39,5,0,3,7,0.950862566627336
legitimate,4.201231789474708,False,-1,38,0,0,2,9,2.554968828964965
phishing,5.238177620161939,False,74,129,3,0,3,23,2.8573517393948564
legitimate,4.159802527016963,False,-1,52,0,0,4,10,1.3276468455063797
phishing,3.8980685120588383,False,7,30,11,0,1,8,0.0
legitimate,3.861983513035609,False,-1,33,0,0,3,6,2.6143871397925884
legitimate,4.554342919025287,False,41,118,9,0,2,15,1.8062164000384573
legitimate,3.838039816898157,False,-1,27,0,0,1,5,1.1220870588386318
legitimate,4.645817969512606,False,31,78,13,0,2,16,1.6541484902904806
phishing,4.185867302411998,False,14,35,1,0,2,7,1.8106364175902137
phishing,3.902518266288633,False,-1,32,0,0,1,7,1.1019530534269972
phishing,4.320967001462483,True,19,64,4,2,2,13,1.0126298903075035
phishing,4.293594289588574,False,13,38,3,0,2,7,1.148774743675831
legitimate,3.709147917027245,False,-1,24,0,0,4,7,2.7087666148792544
legitimate,4.287409488398752,False,-1,68,0,0,3,9,1.810999172820788
phishing,4.66956877015949,True,64,126,21,2,4,19,1.1178122325987816
legitimate,4.161953223919209,False,-1,41,0,0,3,8,3.1069050731635324
legitimate,4.478308011580246,False,-1,48,0,0,3,9,3.1069050731635324
legitimate,3.9262723741395074,False,-1,29,0,0,3,6,1.1847128868040158
legitimate,3.740601562950723,False,-1,24,0,0,4,6,2.774316572738712
legitimate,4.233269689515107,False,13,50,1,0,4,10,1.549903981915301
phishing,4.7008103025168735,True,61,126,15,2,3,18,1.1178122325987816
legitimate,4.162980744225907,False,-1,39,0,0,4,9,2.9918902934402327
phishing,4.585580221161115,False,71,102,20,0,2,12,1.3994777446575115
legitimate,4.147114052043201,False,24,31,2,0,3,6,0.6405700629447275
phishing,5.102851527630876,False,30,86,24,1,2,12,1.4020668707894453
legitimate,4.658557949765055,False,44,78,8,0,4,15,1.3214766021673243
legitimate,3.857306856898128,False,-1,29,0,0,4,7,1.532551939468118
legitimate,4.309101316131471,False,26,33,7,0,3,7,2.661859211045975
phishing,3.86599861327458,False,-1,27,0,0,2,7,2.0059764314530955
legitimate,3.657268229617389,False,-1,24,0,0,3,6,1.1907155018045943
legitimate,3.923365924534973,False,-1,39,0,0,4,7,0.9676221099765135
legitimate,4.208966082694624,False,-1,28,0,0,3,6,1.3220952867021236
phishing,5.089511243413619,False,40,87,11,0,2,9,1.3786212953787251
legitimate,4.106984383697434,False,-1,43,0,0,2,8,1.5018508670924635
legitimate,3.810081020521731,False,-1,27,0,0,3,6,1.550079279443172
legitimate,4.51960578309583,False,25,101,8,0,2,19,1.4733144608593107
legitimate,4.264468304875447,False,-1,60,0,0,3,10,1.0149443992581837
legitimate,4.306494947369445,False,-1,38,0,0,2,9,2.306897449648531
phishing,3.74741303953164,False,-1,19,0,0,3,5,2.5650413483320387
legitimate,3.922508200422574,False,36,137,36,0,4,43,1.946320575126556
phishing,5.345567892628931,True,72,263,34,11,4,29,2.528929611666088
phishing,3.936260027531526,False,15,22,4,0,2,5,2.5967187367828704
phishing,4.456589015909593,False,33,89,1,0,3,15,1.0024220528381007
legitimate,3.9407598325400897,False,-1,28,0,0,4,6,0.8650445226536151
legitimate,4.050848813848051,False,44,49,1,0,3,7,1.3260686691723498
phishing,4.266977196801592,True,17,45,3,2,3,10,1.0244849705346424
phishing,3.789898095464288,False,-1,30,0,0,1,6,1.654993451619381
phishing,4.120835077024071,False,-1,54,0,0,1,9,1.3066998581397928
legitimate,3.909368063943885,False,-1,29,0,0,2,5,1.250711922000434
phishing,4.421954042031814,False,-1,86,0,0,3,14,1.7010436648227507
phishing,3.950063756436209,False,19,26,2,0,2,6,3.2592314982181305
legitimate,4.724041618371038,False,41,83,9,0,4,12,1.3043112265031336
phishing,4.111674323875523,False,-1,49,0,0,3,7,0.6380592633550919
legitimate,4.369707376737533,False,26,33,7,0,3,7,2.661859211045975
legitimate,4.103055907333275,False,-1,40,0,0,3,7,1.2654284423232909
legitimate,4.307117985122874,False,-1,56,0,0,3,11,1.2095561349963972
legitimate,3.676390632579627,False,-1,27,0,0,3,6,1.3588088737177897
legitimate,4.328035839952227,False,-1,70,0,0,3,11,0.5755216664065343
phishing,4.568664968892781,True,74,128,7,8,2,14,2.3113038184421235
phishing,4.213660689688184,False,14,25,3,0,1,5,2.9961703404508446
legitimate,4.051821770808045,False,-1,33,0,0,4,7,1.7967446858891918
legitimate,4.1738228338092815,False,-1,52,0,0,5,8,1.3412894334299044
legitimate,3.735666068102444,False,-1,31,0,0,4,6,1.0155246799365445
phishing,4.226709858847345,False,23,41,4,0,3,6,0.4350523714385994
legitimate,4.104407755459851,False,-1,33,0,0,4,6,0.5956518135207641
phishing,4.108458593344349,False,-1,32,0,0,2,6,0.8109122876265028
legitimate,4.354651036439185,False,63,66,2,0,3,11,0.7883457530039546
legitimate,4.471707885254594,False,23,85,8,0,5,17,2.205687076709817
legitimate,4.2892074491938965,False,-1,52,0,0,3,8,1.6152946679475542
legitimate,4.556727160483328,False,36,109,6,0,4,16,1.400171251027647
legitimate,4.145610244817931,False,-1,84,0,0,2,12,1.233164176948029
phishing,5.290184432621492,False,53,110,14,0,3,11,1.959660974134502
phishing,4.967635066856988,False,58,171,52,0,2,17,0.7045055277999186
legitimate,3.248365046750904,False,-1,17,0,0,1,5,2.64287357639093
legitimate,3.2608281712244547,False,-1,19,0,0,1,4,2.2142480502463324
phishing,4.642785743623148,False,7,98,28,0,1,16,0.0
phishing,3.819548827786958,False,-1,32,0,0,2,6,1.7787335055510167
legitimate,3.9677201004744993,False,-1,28,0,0,4,6,1.7984982303343289
phishing,4.386587797403417,False,20,64,2,0,3,11,0.7979243765776667
legitimate,3.993942707918268,False,-1,40,0,0,3,7,3.1069050731635324
phishing,5.363010150437366,False,16,132,15,0,6,15,0.5051054353997524
phishing,5.159250716031775,False,75,124,6,0,4,20,1.8069003754396935
phishing,3.944210332414287,False,-1,51,0,0,2,9,0.8944756929147155
phishing,5.214059842598247,True,8,141,41,0,2,9,0.4774206082286977
phishing,4.753007758905342,True,61,126,16,2,3,18,1.1178122325987816
legitimate,3.6537567082870006,False,-1,21,0,0,2,5,1.833571874323612
legitimate,4.343315209558403,False,39,53,2,0,3,11,2.124323984433812
legitimate,3.828237501842956,False,-1,27,0,0,4,6,1.4439415912860063
phishing,4.6518719220469045,False,35,76,21,0,1,9,1.3634261684135436
legitimate,4.233339134852567,False,-1,79,0,0,3,13,0.916480712179454
phishing,4.58098832806082,False,32,77,16,0,2,7,0.7926746153641194
legitimate,3.8401568604088583,False,-1,35,0,0,4,8,1.595642408846775
legitimate,4.29583344144878,False,-1,56,0,0,5,9,1.0574522168251448
legitimate,4.123004049629476,False,41,49,4,0,4,9,1.226668699983501
legitimate,4.122693700152457,False,-1,41,0,0,3,7,1.1875805899122471
phishing,4.769545221842161,False,33,84,23,0,2,10,1.5009778908098392
legitimate,3.909368063943885,False,-1,29,0,0,4,6,1.2729557390485764
legitimate,3.5585186130489057,False,-1,21,0,0,3,6,1.727962053309782
legitimate,4.050013373778755,False,-1,35,0,0,3,8,2.133753493475915
legitimate,3.797902689682948,False,-1,28,0,0,3,8,1.7457106317492217
phishing,4.4598097263261165,False,-1,97,0,0,5,16,0.981456881363686
phishing,3.784527696416556,False,-1,36,0,0,2,6,1.5633072618638355
legitimate,4.068472885586725,False,-1,63,0,0,4,10,0.8670401125825518
legitimate,3.9182958340544896,False,-1,24,0,0,1,5,1.363540171610784
phishing,4.008694969562842,False,26,40,1,0,2,5,1.2261044570697952
phishing,4.247948473388077,False,-1,85,0,0,1,14,1.4045777318668315
phishing,4.581833663430985,True,23,56,6,2,2,11,0.4507971578314506
phishing,4.107598182238386,False,-1,49,0,0,1,9,2.1250472022088163
phishing,3.588354347173234,False,-1,23,0,0,2,5,2.3632008564437914
phishing,4.371018072054204,False,-1,64,0,0,3,11,1.6111880637948426
phishing,4.398030705821853,False,39,46,2,0,3,11,2.80592089676448
phishing,4.006749918638778,False,-1,36,0,0,1,8,1.7021495358383136
legitimate,4.116264615668023,False,8,29,2,0,2,5,0.8285445647431569
phishing,4.074554204780528,False,30,55,3,0,2,8,1.040949956386204
legitimate,4.136437130558764,False,-1,45,0,0,4,7,0.95338709134741
legitimate,4.006071013101169,False,-1,33,0,0,3,6,1.125594208646899
phishing,4.834476378718605,False,90,231,92,0,3,20,0.8357163203125269
phishing,3.7362434129830606,False,-1,30,0,0,3,6,1.4198826819324
legitimate,3.824533406881911,False,-1,31,0,0,3,6,1.0920092963246952
legitimate,3.763965742824082,False,-1,27,0,0,4,7,1.5601273322290212
phishing,4.811891751120947,False,36,81,21,0,3,8,0.7926746153641194
legitimate,4.385841719519742,False,51,58,7,0,4,10,2.04287391805526
legitimate,3.9677201004744993,False,-1,28,0,0,3,6,2.3896811513962724
legitimate,3.589275070710713,False,-1,25,0,0,4,6,2.291887295770581
phishing,4.443539222022284,False,59,87,2,0,3,13,1.5340913709076345
legitimate,3.940759832540089,False,-1,28,0,0,3,6,1.9969592933447111
legitimate,4.584145045631968,False,27,133,8,0,4,23,2.1882820143015387
legitimate,3.891995487039019,False,-1,26,0,0,4,7,1.740950836514139
phishing,3.800919098243859,False,-1,36,0,0,1,8,1.3694288959630443
phishing,4.116264615668023,False,-1,29,0,0,3,5,1.2756616963763676
phishing,3.925405392539033,False,-1,37,0,0,4,7,1.3706008022138272
legitimate,3.937444876540854,False,-1,33,0,0,4,6,1.235146986789501
legitimate,4.280667511657909,False,-1,47,0,0,3,10,2.801096526984771
legitimate,3.950063756436209,False,12,26,3,0,4,6,0.7399409308753231
phishing,4.58473005379406,False,41,93,2,0,2,17,2.64336768712683
legitimate,4.226143834398879,False,-1,44,0,2,2,9,2.048216431693928
phishing,3.939829017466402,False,-1,34,0,0,2,6,1.201868035606113
legitimate,4.266984590772068,False,-1,63,0,0,3,12,0.8906373903210746
phishing,4.496924958035209,True,21,56,9,2,3,11,0.8866198089248071
phishing,3.851823225551767,False,13,28,3,0,3,5,1.1916085902259883
legitimate,4.140288763786837,False,-1,51,0,0,3,11,1.4529845417463538
phishing,4.0880471909383065,False,41,50,3,0,3,8,1.732847674979119
legitimate,4.421213196192992,False,59,70,6,0,3,11,1.868090448508493
legitimate,4.326706577630512,False,39,41,2,0,2,10,2.185117348229207
legitimate,4.355959912979334,False,25,74,7,0,3,11,1.73356492715477
legitimate,3.950063756436209,False,-1,26,0,0,4,6,1.851346458147475
legitimate,4.432229685845145,False,52,114,6,0,5,19,1.5435232322572177
phishing,4.027476425527099,False,-1,49,0,0,1,7,0.6233614137761794
legitimate,3.8150724101159423,False,-1,26,0,0,3,6,2.055022857803781
legitimate,4.127569435189147,False,-1,42,0,0,4,9,1.7212522204614784
legitimate,3.869331261111518,False,-1,28,0,0,2,5,0.8912449775136667
legitimate,3.9952378913808873,False,-1,29,0,0,3,6,1.0542315445907675
legitimate,3.804229296672175,False,-1,32,0,0,3,7,2.281643635932696
phishing,4.175123135113461,False,18,34,1,0,2,7,1.644674682325159
phishing,4.398038705506969,False,-1,51,0,0,3,12,0.9261497578676594
legitimate,4.303013995256371,False,-1,78,0,0,4,14,1.271944777317382
phishing,4.007806185872076,False,-1,43,0,2,3,8,2.5736503699132336
phishing,5.289677755803848,False,37,154,14,0,4,23,1.4980856345188105
legitimate,3.971302302288371,False,-1,35,0,0,3,7,0.9944317501884848
legitimate,3.9489052156325104,False,-1,54,0,0,3,8,1.534883795123103
legitimate,4.047160074632759,False,-1,35,0,0,3,6,0.8042074489273906
legitimate,3.833269689515108,False,-1,25,0,0,2,5,1.3307866932122006
legitimate,3.856196298219381,False,-1,27,0,0,3,6,0.949941700523112
phishing,4.772881755872873,False,7,61,9,0,1,12,0.0
phishing,4.034653688580828,False,-1,41,0,0,3,6,1.0561105198143923
phishing,3.9611026178567625,False,-1,47,0,0,3,9,1.7702385137703298
legitimate,3.391892644680932,False,-1,19,0,0,2,6,2.16394800759266
legitimate,4.11583409216322,False,-1,38,0,0,4,7,1.166341869907595
legitimate,4.327569336880353,False,27,64,6,0,3,12,2.062764110580293
phishing,4.800034989733084,False,131,271,84,0,6,25,1.0223687341798189
phishing,4.013340441068115,False,-1,50,0,0,1,9,1.7607260629032482
legitimate,4.529749859046178,False,72,80,7,0,3,15,1.94919330424612
phishing,4.277306034756813,False,-1,67,0,0,3,9,1.0106058431643872
phishing,5.560336109526664,False,81,282,59,0,4,31,1.5267102088498046
phishing,5.144674915803757,True,98,144,6,0,5,19,0.881190392212187
phishing,4.443053603040049,False,48,52,4,0,2,8,0.6017753846708518
legitimate,3.797902689682947,False,-1,28,0,0,4,6,1.6231688045179764
legitimate,4.003590820407827,False,-1,50,0,0,5,9,1.2292675338265306
legitimate,4.658659712448833,False,35,60,13,0,1,14,2.376240001480432
legitimate,4.190615874980422,False,39,87,2,0,4,11,1.2431948421974837
phishing,3.935727659493041,False,17,35,4,0,4,7,2.8098734653312585
phishing,4.691362783965064,False,47,102,25,0,2,14,1.484126030060909
legitimate,4.996733296344086,False,38,63,9,0,4,8,0.9844798721920686
phishing,4.218128820706467,False,-1,36,0,0,3,7,1.673724109834281
legitimate,3.52257158913636,False,-1,21,0,0,4,6,2.985415892620205
phishing,5.359925977235665,False,38,238,75,0,3,35,1.630196931429674
phishing,4.127986806877675,False,7,36,10,0,1,8,0.0
legitimate,4.108869289360841,False,-1,38,0,0,4,6,0.7475108250357521
