status,url_length,digit_count,shannon_entropy,relative_entropy,vowel_consonant_ratio,first_digit_position,contains_ip,special_chars_count,contains_port,subdomain_count,common_terms_count,contains_underscore,contains_dash,is_shortened,abnormal_subdomains
legitimate,66,0,4.2980550138102505,2.1882820143015387,0.4473684210526316,-1,False,11,False,0,3,False,True,False,False
phishing,40,4,4.393942707918268,1.6668967102665213,0.2727272727272727,28,False,8,False,0,2,False,False,False,False
legitimate,48,0,4.1551876989901,1.090130248516721,0.4444444444444444,-1,False,9,False,0,2,False,True,False,False
phishing,126,12,4.710764845058316,1.1178122325987816,0.391304347826087,63,False,18,False,2,3,True,True,False,True
phishing,41,0,4.064392248309453,0.6714587387460264,0.34615384615384615,-1,False,6,False,0,3,False,False,False,False
legitimate,36,0,4.141604167868593,1.0439608677445484,0.36363636363636365,-1,False,6,False,0,4,False,False,False,False
legitimate,72,0,4.187132212342207,1.0825244931239704,0.425,-1,False,15,False,0,4,False,True,False,False
phishing,68,11,4.552115370751692,1.2725729281618978,0.5483870967741935,53,False,9,False,2,3,False,False,False,True
phishing,163,65,4.803363778168904,1.6347520531570168,0.4423076923076923,31,False,23,False,0,2,False,True,False,False
legitimate,26,0,3.921029621737614,1.5957454541095821,0.42857142857142855,-1,False,6,False,0,3,False,False,False,False
phishing,64,22,4.591578664259099,2.6441239177269207,0.5217391304347826,34,False,7,False,0,2,False,False,False,False
phishing,36,9,4.239097917988785,0.6147250745951163,0.26666666666666666,9,False,8,False,2,2,False,False,False,False
phishing,61,0,4.0864177725789865,1.91731989700583,0.3783783783783784,-1,False,10,False,0,4,True,False,False,False
legitimate,66,14,4.951379490761219,1.7286117357688233,0.6538461538461539,45,False,9,False,0,3,False,False,False,False
legitimate,35,0,4.068728288980287,0.4530541908537994,0.38095238095238093,-1,False,6,False,0,3,False,False,False,False
phishing,113,0,4.421436190177326,1.1294216328130542,0.5161290322580645,-1,False,19,False,0,4,True,False,False,False
legitimate,41,0,3.6468455293152156,2.64568459891236,0.23076923076923078,-1,False,9,False,0,2,False,True,False,True
legitimate,23,0,3.6424896731661267,2.785712982590444,0.06666666666666667,-1,False,7,False,0,3,False,True,False,False
legitimate,31,0,4.039211536948156,1.6643702429892293,0.3888888888888889,-1,False,6,False,0,2,False,True,False,False
phishing,84,0,4.23580353402117,0.8040209171632111,0.5,-1,False,12,False,0,2,False,True,False,False
phishing,29,0,4.0472990984266435,3.6916919060911835,0.21052631578947367,-1,False,6,False,0,2,False,False,False,False
phishing,98,29,4.825204589986269,0.8674750171639447,0.41025641025641024,53,False,14,False,0,2,False,True,False,False
legitimate,15,0,3.189898095464287,2.4577130240635308,0.2222222222222222,-1,False,4,False,0,1,False,False,False,False
legitimate,65,0,4.308766613255314,3.5599643735302924,0.6363636363636364,-1,False,11,False,0,2,True,False,False,False
phishing,131,4,5.242899292283031,1.5496750195671096,0.35,92,False,19,False,0,3,True,True,False,False
legitimate,50,0,4.191272380112911,1.2367936835741915,0.4482758620689655,-1,False,8,False,0,4,False,True,False,False
phishing,51,0,4.287539254067758,0.6816319946117293,0.5714285714285714,-1,False,7,False,0,2,False,False,False,False
legitimate,45,6,4.322315530038771,2.561233222778415,0.30434782608695654,35,False,9,False,0,3,False,False,False,False
phishing,159,43,4.917410844470601,1.4083483719497467,0.5151515151515151,77,False,16,False,0,2,False,False,False,False
phishing,44,10,4.618078209349709,0.655023701916568,0.3,12,False,8,False,0,4,False,True,False,False
phishing,103,8,5.208074012864434,2.0899120855274487,0.36065573770491804,36,False,12,False,0,3,False,True,False,False
phishing,46,0,4.013041446157795,2.524646281991404,0.5652173913043478,-1,False,10,False,1,1,False,False,False,False
legitimate,45,0,4.143607886039516,3.398691617840759,0.6818181818181818,-1,False,8,False,0,3,True,False,False,False
phishing,51,0,4.0322539597804266,0.7347164267625268,0.6153846153846154,-1,False,9,False,0,2,False,False,False,False
phishing,38,0,3.893086896197163,1.2839176100952192,0.36363636363636365,-1,False,8,False,0,3,False,False,False,False
phishing,81,23,4.774811040285755,0.7926746153641194,0.42857142857142855,36,False,8,False,0,3,False,False,False,False
legitimate,112,0,4.309917821209997,0.794931731746995,0.5573770491803278,-1,False,17,False,0,4,False,True,False,False
phishing,39,0,3.9233659245349726,1.9596609741345021,0.5238095238095238,-1,False,7,False,0,3,False,False,False,False
phishing,99,8,5.234860534743135,2.3916734688296075,0.3275862068965517,34,False,14,False,0,3,True,True,False,False
legitimate,45,0,4.224751985026256,1.0439608677445484,0.46153846153846156,-1,False,7,False,0,4,False,True,False,False
phishing,60,2,4.129085753935211,1.3793494945903415,0.20512820512820512,17,False,11,False,2,2,False,True,False,True
legitimate,74,6,4.635081832331412,1.6302886594080042,0.3076923076923077,49,False,17,False,0,2,True,False,False,False
legitimate,61,0,4.079332469209647,2.0309406316442344,0.35135135135135137,-1,False,11,False,0,3,False,True,False,False
phishing,40,5,4.215311532225101,0.49973434439361264,0.4,18,False,7,False,2,3,False,False,False,False
phishing,52,2,4.378727103656465,0.9233560868874906,0.4,39,False,8,False,0,3,False,False,False,False
phishing,88,0,4.325560813820691,1.1063521950903512,0.43137254901960786,-1,False,15,False,1,5,False,True,False,False
legitimate,74,2,4.18588130783542,1.7333183606630875,0.47619047619047616,67,False,10,False,0,2,False,False,False,False
legitimate,46,3,4.468576629687865,1.39915599116354,0.4166666666666667,43,False,9,False,0,3,True,True,False,False
legitimate,54,0,4.367964298652708,1.3746552412202944,0.3939393939393939,-1,False,8,False,0,3,False,False,False,False
phishing,54,0,4.233795548692773,0.9638756531889616,0.5,-1,False,9,False,0,1,False,True,False,False
legitimate,38,0,4.238334671954105,3.1069050731635324,0.5789473684210527,-1,False,8,False,0,3,True,False,False,False
legitimate,67,0,4.361417557494121,1.545372901358263,0.4,-1,False,11,False,0,3,False,True,False,False
phishing,62,0,4.350294142705842,1.9792492039897929,0.4117647058823529,-1,False,14,False,0,2,False,True,False,False
phishing,59,4,4.342507092741192,1.2943443621026525,0.36363636363636365,32,False,10,False,0,2,False,False,False,False
phishing,57,1,4.166333549959635,1.1653664359187947,0.5,22,False,8,False,1,3,False,False,False,False
legitimate,32,0,3.9292292966721747,1.2619821037518237,0.3888888888888889,-1,False,7,False,0,1,False,True,False,False
phishing,46,0,3.9610771086455516,1.0162066473278952,0.52,-1,False,8,False,0,3,False,False,False,False
legitimate,37,0,4.003259028248121,3.1069050731635324,0.6666666666666666,-1,False,7,False,0,3,False,False,False,False
phishing,36,1,4.062305474194334,1.015392103312031,0.42857142857142855,22,False,5,False,0,2,False,False,False,False
phishing,52,2,4.187535209236147,1.2104945607043973,0.3793103448275862,40,False,10,False,0,2,False,False,False,False
phishing,32,8,3.8431390622295662,0.4090987844486497,0.2857142857142857,10,False,6,False,0,2,False,False,False,False
legitimate,34,0,3.836600340868551,2.145483849239313,0.3181818181818182,-1,False,5,False,0,3,False,False,False,False
legitimate,27,0,3.6241717609419575,1.8018809684564339,0.42857142857142855,-1,False,7,False,0,2,False,False,False,False
phishing,92,28,4.706166744360949,0.8808668815170192,0.40540540540540543,59,False,12,False,0,3,False,True,False,False
legitimate,102,6,4.821601779987788,2.766869657928879,0.43636363636363634,81,False,17,False,0,3,False,True,False,False
legitimate,32,0,4.007048827786958,0.6273776154951807,0.3,-1,False,6,False,0,4,False,False,False,False
legitimate,29,0,3.853863219997788,2.0933353322657164,0.2777777777777778,-1,False,6,False,0,4,False,False,False,False
phishing,119,1,4.541303344505569,1.3096889883592469,0.5151515151515151,86,False,18,False,0,2,True,True,False,False
legitimate,59,4,4.348685533022554,1.0143209934057706,0.4375,55,False,9,False,0,4,False,False,False,False
legitimate,54,0,4.233795548692774,1.0311422138852149,0.3939393939393939,-1,False,8,False,0,2,False,True,False,False
phishing,151,41,5.1182175492354895,2.0537452242955405,0.44285714285714284,18,False,9,False,0,3,False,True,False,False
legitimate,84,3,4.355023566265563,1.1459339282349794,0.4888888888888889,33,False,14,False,0,4,False,True,False,False
phishing,55,0,4.381473923348459,2.7807118865303493,0.41935483870967744,-1,False,11,False,0,3,False,True,False,False
legitimate,18,0,3.3082708345352603,1.9917296997529634,0.18181818181818182,-1,False,5,False,0,2,False,False,False,False
legitimate,39,0,4.060416641661804,1.7967446858891918,0.43478260869565216,-1,False,6,False,0,4,False,False,False,False
legitimate,28,0,3.8962915290459277,1.4692658490900599,0.3125,-1,False,7,False,0,4,False,True,False,False
legitimate,32,0,3.8431390622295662,2.480540660661912,0.14285714285714285,-1,False,8,False,0,3,False,True,False,False
legitimate,16,0,3.5,2.991088801012975,0.2,-1,False,4,False,0,1,False,False,False,False
phishing,23,0,3.708132064658602,1.5263302578078246,0.3076923076923077,-1,False,6,False,0,2,False,False,False,False
legitimate,29,0,3.9952378913808873,1.9441252130427829,0.5714285714285714,-1,False,7,False,0,2,False,False,False,False
phishing,29,0,3.9262723741395082,0.856154207151038,0.2777777777777778,-1,False,6,False,0,3,False,False,False,False
legitimate,41,0,4.11073699294092,1.924399015427433,0.25925925925925924,-1,False,7,False,0,4,False,False,False,False
phishing,22,4,4.027169118440616,2.5967187367828704,0.18181818181818182,15,False,5,False,0,2,False,False,False,False
phishing,52,2,4.635361295347743,1.4222212727253314,0.42857142857142855,26,False,10,False,0,3,False,False,False,False
phishing,38,1,3.9182084341546157,1.4892043142778388,0.42105263157894735,28,False,10,False,0,2,False,False,False,False
legitimate,30,0,4.0062389286533895,1.6246167811506427,0.2777777777777778,-1,False,7,False,0,4,False,False,False,False
phishing,76,8,4.409893507236863,1.1178122325987816,0.5675675675675675,61,False,10,False,2,3,False,True,False,True
phishing,430,17,4.7147887327312095,2.3080043560737855,0.5621890547263682,7,True,99,False,0,10,True,False,False,False
legitimate,37,0,3.848249906801916,3.398691617840759,0.55,-1,False,6,False,0,2,False,False,False,False
legitimate,73,5,4.385756848415241,1.198086913493342,0.4358974358974359,63,False,12,False,0,2,False,True,False,False
phishing,56,6,4.7334448240680045,1.4970618057921692,0.4444444444444444,31,False,11,False,0,3,False,False,False,False
legitimate,70,0,4.388361818902569,1.4692332863723012,0.5135135135135135,-1,False,14,False,0,3,False,True,False,False
phishing,70,0,4.425591860285231,1.4981081719810805,0.42857142857142855,-1,False,10,False,0,1,True,False,False,False
legitimate,52,4,4.38815450741941,1.4755430014445068,0.4444444444444444,48,False,9,False,0,3,False,True,False,False
legitimate,31,0,3.8403471164197516,1.1507132569751912,0.4117647058823529,-1,False,7,False,0,4,False,True,False,False
phishing,90,22,4.598093131678854,1.509822260078662,0.5405405405405406,53,False,11,False,0,6,False,False,False,False
legitimate,45,7,4.320096297369663,3.219324043286112,0.5263157894736842,38,False,9,False,0,1,False,False,False,False
legitimate,55,2,4.490564832439369,1.136331062416088,0.375,18,False,9,False,0,3,True,False,False,False
phishing,65,5,4.504394113022326,1.1755146238751744,0.5483870967741935,12,False,12,False,0,3,False,True,False,False
phishing,41,3,4.113172736114331,1.0222099887485483,0.55,23,False,7,False,0,3,False,True,False,False
phishing,71,12,4.739339154893165,0.9843296733474214,0.6551724137931034,42,False,11,False,0,3,True,True,False,False
phishing,83,6,5.006754715499977,2.3618086514021117,0.41304347826086957,32,False,12,False,0,3,False,False,False,False
phishing,73,25,4.773958169341782,1.2176625331011184,0.6666666666666666,40,False,8,False,0,2,False,True,False,False
phishing,44,9,4.555467129755084,1.0937940260392056,0.2857142857142857,30,False,8,False,0,2,False,True,False,False
phishing,114,6,4.845000791663592,0.5689578171485772,0.4,70,False,17,False,0,5,False,True,False,False
phishing,127,20,4.845831026631984,1.1178122325987816,0.48333333333333334,63,False,18,False,2,4,True,True,False,True
phishing,99,7,5.141475560017514,2.5635302065640864,0.25,36,False,12,False,0,3,False,False,False,False
phishing,56,0,4.518411895854318,1.5785492275002588,0.40625,-1,False,11,False,0,3,False,True,False,False
legitimate,51,0,4.110685332329446,1.6722152777669006,0.4827586206896552,-1,False,8,False,0,4,False,False,False,False
phishing,51,0,3.861042196724363,2.0217471967976506,0.7083333333333334,-1,False,10,False,0,3,False,False,False,False
legitimate,40,0,4.393942707918268,0.8744932387451153,0.34782608695652173,-1,False,9,False,0,3,False,True,False,False
phishing,33,0,3.861983513035609,2.924214496419346,0.15,-1,False,10,False,0,2,False,False,False,False
legitimate,88,0,4.370833399832015,1.4418267815532815,0.48,-1,False,14,False,0,4,False,True,False,False
legitimate,122,6,4.121200690389197,1.553424252129452,0.7924528301886793,33,False,21,False,0,6,True,False,False,False
legitimate,53,0,4.207102361466449,0.8719410350246096,0.5517241379310345,-1,False,8,False,0,3,False,False,False,False
phishing,46,4,4.338141847079169,2.4074071771017835,0.4090909090909091,33,False,11,False,4,2,False,True,False,True
phishing,36,0,4.083274571476652,0.6463776589777174,0.4090909090909091,-1,False,5,False,0,2,False,False,False,False
legitimate,31,0,3.8001821971347023,1.270928687222151,0.3888888888888889,-1,False,6,False,0,3,False,False,False,False
legitimate,48,0,4.147593366144262,2.196986374110205,0.27586206896551724,-1,False,11,False,0,4,False,True,False,False
phishing,101,0,4.264700218300117,2.871805333243034,0.6415094339622641,-1,False,14,False,0,2,False,False,False,False
legitimate,41,0,4.277926089825634,1.2369642013737887,0.43478260869565216,-1,False,8,False,0,3,False,False,False,False
phishing,43,4,4.303830742923251,1.2345823666039588,0.4090909090909091,24,False,8,False,2,2,False,False,False,True
legitimate,15,0,3.506890595608518,2.1209365947264054,0.2222222222222222,-1,False,4,False,0,1,False,False,False,False
legitimate,42,3,4.246151577840245,3.4243078178698423,0.2608695652173913,21,False,10,False,0,2,False,True,False,False
legitimate,51,0,3.9530021170359873,1.4901714298628412,0.5,-1,False,9,False,0,2,False,True,False,False
phishing,48,0,3.965199876515855,1.2461478873557552,0.37037037037037035,-1,False,11,False,0,3,False,True,False,False
legitimate,49,0,4.245453029221314,0.9511363213531818,0.5185185185185185,-1,False,8,False,0,2,True,False,False,False
phishing,25,0,4.213660689688185,1.7119828684702072,0.4166666666666667,-1,False,8,False,0,3,False,True,False,False
legitimate,49,1,4.00799441649887,1.8588697305770543,0.35714285714285715,32,False,10,False,0,5,False,True,False,False
legitimate,48,1,4.2665414066556515,2.086164245269782,0.3448275862068966,43,False,8,False,0,2,False,True,False,False
phishing,108,4,4.68675711922719,1.0319016270646724,0.5344827586206896,68,False,15,False,0,4,False,True,False,False
phishing,39,0,4.028490680178816,0.8235906077288546,0.391304347826087,-1,False,7,False,0,1,False,False,False,False
legitimate,80,0,4.4995817701478344,1.2993498709044862,0.34,-1,False,13,False,0,3,False,True,False,False
legitimate,36,0,3.9749375012019263,1.3928498510444522,0.2608695652173913,-1,False,7,False,0,3,False,True,False,False
legitimate,28,0,3.91379956460568,1.293442198620883,0.16666666666666666,-1,False,7,False,0,3,False,True,False,False
phishing,33,2,4.513794876803093,3.0999213941234105,0.25,28,False,6,False,0,2,False,False,False,False
legitimate,23,0,3.696624999159019,2.4713297407707238,0.14285714285714285,-1,False,7,False,0,5,False,False,False,False
legitimate,77,0,4.311779809188084,1.2431948421974837,0.4772727272727273,-1,False,12,False,0,4,False,True,False,False
phishing,342,142,5.2988521944101725,1.5726581140294789,0.41739130434782606,35,False,37,False,0,4,False,True,False,False
phishing,38,5,4.293594289588575,0.9626915224514024,0.4444444444444444,8,False,7,False,0,2,False,True,False,False
legitimate,73,0,4.2945545745150735,1.1163243980385502,0.525,-1,False,12,False,0,3,False,True,False,False
legitimate,33,0,4.12728313431329,1.9564639909113577,0.4444444444444444,-1,False,7,False,0,4,False,False,False,False
phishing,67,0,4.139601691100084,0.9919865882033725,0.25,-1,False,12,False,0,3,True,True,False,False
legitimate,39,2,4.201692923824033,1.6859333218301562,0.42857142857142855,37,False,7,False,0,3,False,False,False,False
legitimate,24,0,3.8035088547976788,2.013718665648075,0.2857142857142857,-1,False,6,False,0,4,False,False,False,False
legitimate,26,0,3.8441065448145375,1.492524855957903,0.17647058823529413,-1,False,6,False,0,3,False,False,False,False
legitimate,39,5,4.1604200911461655,3.043235319040938,0.13636363636363635,30,False,9,False,0,3,False,False,False,False
phishing,62,22,4.758406544460784,1.4020668707894453,0.6,30,False,8,False,1,2,False,True,False,False
phishing,41,0,4.241102309232295,1.2758151821800963,0.43478260869565216,-1,False,8,False,0,2,False,True,False,False
phishing,40,0,4.043942707918268,0.970643876029176,0.4166666666666667,-1,False,6,False,0,3,False,False,False,False
legitimate,51,0,4.18520041193298,1.2383822584061188,0.3548387096774194,-1,False,9,False,0,3,False,True,False,False
legitimate,59,4,4.427584211531937,1.681302648579081,0.3870967741935484,28,False,12,False,0,3,False,True,False,False
legitimate,50,0,3.921593511005629,1.2292675338265306,0.36666666666666664,-1,False,9,False,0,5,False,False,False,False
phishing,52,3,4.079965439170122,1.1205508271953821,0.5769230769230769,27,False,8,False,0,2,False,True,False,False
phishing,43,0,3.9987280573706054,1.2968170757109523,0.5217391304347826,-1,False,8,False,0,3,False,True,False,False
phishing,94,12,4.325034001454413,0.3707620930481347,0.5333333333333333,34,False,13,False,0,1,False,True,False,True
legitimate,60,0,4.025756904931549,1.9364537185212913,0.45714285714285713,-1,False,9,False,0,4,False,False,False,False
legitimate,18,0,3.6143694458867563,1.9613181756631974,0.2727272727272727,-1,False,4,False,0,1,False,False,False,False
phishing,204,27,5.6343465785242275,1.7113371270147524,0.3170731707317073,61,False,15,False,0,3,True,True,False,False
phishing,94,15,4.688460097983368,1.1063521950903512,0.4444444444444444,37,False,14,False,1,5,False,False,False,False
phishing,41,0,4.043544614839371,1.8768506145060764,0.45454545454545453,-1,False,9,False,2,2,False,True,False,False
phishing,19,3,3.576617644908665,4.883213015427452,0.1111111111111111,11,False,6,False,0,2,False,False,False,False
phishing,35,1,3.9760107890421,0.8184218763844988,0.35,24,False,7,False,0,2,False,True,False,False
phishing,63,0,4.163965146396304,0.6895700777272549,0.2926829268292683,-1,False,10,False,0,3,False,False,False,False
phishing,53,4,4.284458313732673,1.7238049551942,0.48148148148148145,41,False,9,False,0,3,False,False,False,False
phishing,75,0,4.177328825158426,0.6771247960775167,0.5789473684210527,-1,False,15,False,2,2,False,True,False,True
phishing,35,4,4.272140159802108,0.9055290796835609,0.4444444444444444,19,False,5,False,0,2,False,False,False,False
phishing,210,14,5.335964154987066,2.104644486668363,0.3826086956521739,62,False,37,False,0,6,False,True,False,False
legitimate,44,0,4.0360409258397825,1.1611977120761903,0.4230769230769231,-1,False,7,False,0,3,False,True,False,False
phishing,150,73,4.430847778121618,3.0062925736604127,0.5853658536585366,57,False,12,False,2,2,False,False,False,False
phishing,39,0,4.028490680178816,0.8812921014971978,0.36363636363636365,-1,False,9,False,0,3,False,True,False,False
phishing,64,0,4.163702445739504,1.7841404515335837,0.34210526315789475,-1,False,13,False,0,2,False,True,False,False
phishing,106,17,5.034155776226639,1.402923950517937,0.3148148148148148,71,False,18,False,0,3,False,True,False,False
phishing,34,0,4.0286393118385755,1.525003756710608,0.5882352941176471,-1,False,7,False,0,2,False,False,False,False
legitimate,65,0,4.322314067428179,3.1069050731635324,0.6060606060606061,-1,False,12,False,0,3,True,False,False,False
phishing,60,2,4.309416071742446,1.2262596679654223,0.2857142857142857,11,False,13,False,0,2,False,True,False,False
phishing,25,0,3.813660689688185,1.0002009849935631,0.35714285714285715,-1,False,6,False,0,2,False,False,False,False
legitimate,39,5,4.291687154704211,0.9508625666273361,0.42105263157894735,34,False,7,False,0,3,False,False,False,False
legitimate,38,0,4.201231789474708,2.554968828964965,0.2608695652173913,-1,False,9,False,0,2,False,True,False,False
phishing,129,3,5.238177620161939,2.8573517393948564,0.3037974683544304,74,False,23,False,0,3,True,True,False,False
legitimate,52,0,4.159802527016963,1.3276468455063795,0.4482758620689655,-1,False,10,False,0,4,False,True,False,False
phishing,30,11,3.8980685120588383,0.0,0.2222222222222222,7,True,8,False,0,1,False,False,False,False
legitimate,33,0,3.861983513035609,2.6143871397925884,0.35,-1,False,6,False,0,3,False,False,False,False
legitimate,118,9,4.554342919025287,1.8062164000384573,0.6206896551724138,41,False,15,False,0,2,False,True,False,False
legitimate,27,0,3.8380398168981564,1.1220870588386318,0.4666666666666667,-1,False,5,False,0,1,False,True,False,False
legitimate,78,13,4.645817969512606,1.6541484902904806,0.53125,31,False,16,False,0,2,True,False,False,False
phishing,35,1,4.185867302411998,1.8106364175902137,0.42105263157894735,14,False,7,False,0,2,False,True,False,False
phishing,32,0,3.902518266288633,1.1019530534269972,0.47058823529411764,-1,False,7,False,0,1,False,True,False,False
phishing,64,4,4.320967001462483,1.0126298903075037,0.3055555555555556,19,False,13,False,2,2,False,True,False,True
phishing,38,3,4.293594289588574,1.148774743675831,0.2727272727272727,13,False,7,False,0,2,False,True,False,False
legitimate,24,0,3.709147917027245,2.7087666148792544,0.4166666666666667,-1,False,7,False,0,4,False,False,False,False
legitimate,68,0,4.287409488398752,1.8109991728207877,0.43902439024390244,-1,False,9,False,0,3,False,False,False,False
phishing,126,21,4.66956877015949,1.1178122325987816,0.6538461538461539,64,False,19,False,2,4,True,True,False,True
legitimate,41,0,4.161953223919209,3.1069050731635324,0.65,-1,False,8,False,0,3,True,False,False,False
legitimate,48,0,4.478308011580246,3.1069050731635324,0.56,-1,False,9,False,0,3,True,False,False,False
legitimate,29,0,3.9262723741395074,1.1847128868040158,0.5333333333333333,-1,False,6,False,0,3,False,False,False,False
legitimate,24,0,3.740601562950723,2.774316572738712,0.125,-1,False,6,False,0,4,False,False,False,False
legitimate,50,1,4.233269689515107,1.5499039819153013,0.3,13,False,10,False,0,4,True,False,False,False
phishing,126,15,4.7008103025168735,1.1178122325987816,0.55,61,False,18,False,2,3,True,True,False,True
legitimate,39,0,4.162980744225907,2.9918902934402327,0.36363636363636365,-1,False,9,False,0,4,False,False,False,False
phishing,102,20,4.585580221161115,1.3994777446575117,0.37254901960784315,71,False,12,False,0,2,False,True,False,False
legitimate,31,2,4.147114052043201,0.6405700629447275,0.35294117647058826,24,False,6,False,0,3,False,False,False,False
phishing,86,24,5.102851527630876,1.4020668707894453,0.5625,30,False,12,False,1,2,False,True,False,False
legitimate,78,8,4.658557949765055,1.3214766021673243,0.41025641025641024,44,False,15,False,0,4,False,True,False,False
legitimate,29,0,3.8573068568981284,1.532551939468118,0.29411764705882354,-1,False,7,False,0,4,False,False,False,False
legitimate,33,7,4.309101316131471,2.661859211045975,0.26666666666666666,26,False,7,False,0,3,False,False,False,False
phishing,27,0,3.8659986132745803,2.0059764314530955,0.25,-1,False,7,False,0,2,False,True,False,False
legitimate,24,0,3.6572682296173893,1.1907155018045943,0.2857142857142857,-1,False,6,False,0,3,False,False,False,False
legitimate,39,0,3.9233659245349726,0.9676221099765135,0.391304347826087,-1,False,7,False,0,4,False,False,False,False
legitimate,28,0,4.208966082694624,1.3220952867021236,0.4666666666666667,-1,False,6,False,0,3,False,True,False,False
phishing,87,11,5.089511243413619,1.3786212953787251,0.2641509433962264,40,False,9,False,0,2,False,False,False,False
legitimate,43,0,4.106984383697434,1.5018508670924637,0.5217391304347826,-1,False,8,False,0,2,True,False,False,False
legitimate,27,0,3.810081020521731,1.5500792794431721,0.3125,-1,False,6,False,0,3,False,False,False,False
legitimate,101,8,4.51960578309583,1.4733144608593107,0.5416666666666666,25,False,19,False,0,2,False,True,False,False
legitimate,60,0,4.264468304875447,1.0149443992581837,0.47058823529411764,-1,False,10,False,0,3,False,True,False,False
legitimate,38,0,4.306494947369445,2.306897449648531,0.3181818181818182,-1,False,9,False,0,2,False,False,False,False
phishing,19,0,3.7474130395316396,2.5650413483320387,0.4,-1,False,5,False,0,3,False,False,False,False
legitimate,137,36,3.922508200422574,1.946320575126556,0.13725490196078433,36,False,43,False,0,4,True,False,False,False
phishing,263,34,5.345567892628931,2.5289296116660878,0.32450331125827814,72,False,29,False,11,4,True,True,False,True
phishing,22,4,3.936260027531526,2.5967187367828704,0.08333333333333333,15,False,5,False,0,2,False,False,False,False
phishing,89,1,4.456589015909593,1.0024220528381007,0.5531914893617021,33,False,15,False,0,3,True,False,False,False
legitimate,28,0,3.9407598325400897,0.8650445226536151,0.29411764705882354,-1,False,6,False,0,4,False,False,False,False
legitimate,49,1,4.050848813848051,1.3260686691723498,0.3225806451612903,44,False,7,False,0,3,False,False,False,False
phishing,45,3,4.266977196801592,1.0244849705346424,0.391304347826087,17,False,10,False,2,3,False,True,False,True
phishing,30,0,3.7898980954642876,1.654993451619381,0.2631578947368421,-1,False,6,False,0,1,False,False,False,False
phishing,54,0,4.120835077024071,1.3066998581397928,0.40625,-1,False,9,False,0,1,False,True,False,False
legitimate,29,0,3.909368063943885,1.2507119220004341,0.5,-1,False,5,False,0,2,False,False,False,False
phishing,86,0,4.421954042031814,1.7010436648227507,0.6363636363636364,-1,False,14,False,0,3,False,True,False,False
phishing,26,2,3.9500637564362093,3.2592314982181305,0.38461538461538464,19,False,6,False,0,2,False,False,False,False
legitimate,83,9,4.724041618371038,1.3043112265031336,0.5897435897435898,41,False,12,False,0,4,True,False,False,False
phishing,49,0,4.111674323875523,0.6380592633550919,0.5,-1,False,7,False,0,3,False,True,False,False
legitimate,33,7,4.369707376737533,2.661859211045975,0.26666666666666666,26,False,7,False,0,3,False,False,False,False
legitimate,40,0,4.103055907333275,1.2654284423232907,0.43478260869565216,-1,False,7,False,0,3,False,False,False,False
