status,shannon_entropy,abnormal_subdomains,first_digit_position,url_length,digit_count,subdomain_count,common_terms_count,special_chars_count,relative_entropy
phishing,4.283752474627447,False,-1,45,0,0,2,9,0.8737907028392408
phishing,5.666069256502518,False,44,263,47,0,8,34,1.9564639909113577
legitimate,4.573275769939079,False,52,69,1,0,3,15,2.760409072585048
legitimate,3.945464952495108,False,-1,33,0,0,2,6,1.096538331584722
phishing,4.017917900762096,False,-1,34,0,0,1,7,1.5874838755002894
phishing,5.286777250935681,False,34,113,9,0,3,13,2.3916734688296075
phishing,4.075217408288466,False,40,45,1,0,3,9,1.13586577591899
phishing,4.448911632775905,False,75,86,2,0,2,14,1.334639386734112
legitimate,4.113362385992582,False,-1,34,0,0,3,9,2.717186857466645
phishing,4.766726636825405,False,61,100,21,0,3,13,1.295837317942336
phishing,4.189117157931288,True,-1,61,0,2,2,11,0.6771247960775167
legitimate,4.0671651897778585,False,-1,37,0,0,3,6,1.193488474383205
phishing,3.878928031846024,False,-1,32,0,0,3,7,1.4993074337423038
phishing,4.599505348524203,True,62,78,12,2,4,11,1.1178122325987816
legitimate,4.023465189601645,False,-1,25,0,0,2,5,2.519007274129576
phishing,4.140319531114783,False,-1,32,0,0,2,7,2.3649289736139982
legitimate,4.628806245213708,False,-1,74,0,0,3,14,2.039390007858641
legitimate,4.505759263687244,False,25,81,8,0,3,16,1.4341281153446344
legitimate,4.4168944148110665,False,25,76,8,0,2,17,0.702135457128746
legitimate,3.803074189428569,False,-1,25,0,0,3,6,1.864937627839554
legitimate,3.940759832540089,False,-1,28,0,0,3,6,1.9969592933447111
phishing,4.736538465303847,True,62,125,18,2,4,18,1.1178122325987816
legitimate,4.140288763786837,False,-1,51,0,0,3,11,1.4529845417463538
phishing,4.254175756384791,False,18,47,4,0,3,7,0.589533883158142
phishing,4.023948449120703,False,15,44,2,2,3,8,2.256756203759154
legitimate,3.8980685120588383,False,-1,30,0,0,3,6,1.1394434257969364
phishing,4.565764084447202,False,20,89,23,1,5,13,2.452392226077284
legitimate,4.223265348167294,False,38,57,2,0,4,9,1.1899038256818002
phishing,4.265583322887732,False,-1,44,0,0,3,7,2.3804768221360293
phishing,4.1637995646056805,False,-1,56,0,0,3,9,0.956466048613812
phishing,4.148446707702551,False,-1,57,0,0,3,8,1.1551764843340386
legitimate,4.160704752887783,False,-1,34,0,0,4,6,1.210625821812736
legitimate,3.606936732175321,False,-1,22,0,0,1,6,2.40021939167653
legitimate,3.855388542207536,False,-1,24,0,0,3,6,1.3681204630626873
phishing,4.731552782142113,False,32,77,23,0,2,7,0.7926746153641194
legitimate,3.729446194905257,False,-1,23,0,0,3,6,1.6853928103185265
legitimate,4.079678649882975,False,-1,34,0,0,3,9,1.90023587448131
legitimate,4.367279863361468,False,61,72,2,0,3,12,0.9584385424447344
legitimate,4.771778469833305,False,40,103,12,0,3,17,2.4642467135080075
legitimate,4.373648947936902,False,-1,44,0,0,4,9,1.553424252129452
legitimate,4.399344690216607,False,11,93,1,0,4,16,4.361566563054492
legitimate,3.896291529045928,False,-1,28,0,0,4,8,2.174233878829974
phishing,3.9897785005806887,True,32,39,1,4,1,11,2.6693009579440377
phishing,4.273109311346435,False,66,70,4,0,2,11,2.201145704680902
legitimate,3.642489673166127,False,-1,23,0,0,3,7,2.785712982590444
phishing,4.237447619997661,False,-1,46,0,0,3,10,1.2184893233209335
legitimate,3.85619629821938,False,-1,27,0,0,4,7,1.5311504413466697
legitimate,4.373637440070111,False,42,52,10,0,3,8,1.5921107389580962
phishing,4.403819171920396,False,40,76,7,0,3,12,1.1063521950903512
phishing,4.306268969484933,True,46,47,1,0,1,11,0.9671118291907914
phishing,4.250814583693912,False,-1,48,0,0,3,9,0.7633335987544299
legitimate,4.378686048626994,False,52,68,5,0,3,14,1.1843021283287822
phishing,4.528885076796506,False,49,53,2,0,4,10,1.811486767285835
phishing,4.18788919491935,False,16,33,4,0,1,6,0.9107289881653464
phishing,4.951570439157411,False,42,164,41,0,3,18,1.7452706698001743
phishing,4.235989522932167,False,-1,47,0,0,4,10,2.153088565646714
legitimate,4.311080496244278,False,-1,60,0,0,4,10,3.1069050731635324
legitimate,3.8962915290459272,False,-1,28,0,0,4,6,1.0984394306190075
phishing,4.03280638688745,False,-1,48,0,0,1,9,1.7731645072335869
legitimate,4.351119106382481,False,49,89,5,0,4,15,1.0714970367858312
phishing,4.945877387543208,False,35,95,7,0,4,13,2.4604134255275616
phishing,3.930426901379963,False,9,46,1,2,3,9,1.639429955530144
phishing,4.138132932345107,True,-1,77,0,1,4,9,0.992144811865976
phishing,4.1900079935705445,False,48,54,1,0,2,9,1.1077899271724292
phishing,4.242623296373615,False,-1,57,0,0,2,12,1.6541484902904806
legitimate,3.9994581877844,False,-1,44,0,0,3,8,1.4643722098718597
phishing,3.5726236638951634,False,-1,22,0,0,2,7,2.605052733657728
phishing,4.208680146426704,False,-1,56,0,0,3,9,1.2167933010415044
phishing,4.094097032108653,False,-1,34,0,0,3,7,1.3712519357332302
phishing,4.053660689688185,False,-1,25,0,0,2,4,1.200722515052338
phishing,4.146439344671015,False,-1,40,0,0,3,8,1.2153718627216958
phishing,3.530493056757482,False,15,18,1,0,1,6,3.175640370319752
legitimate,3.996384316038507,False,-1,42,0,0,1,9,1.3191949404615793
legitimate,3.849194506334443,False,33,149,39,0,2,49,1.5201988012493937
legitimate,3.688721875540868,False,-1,24,0,0,3,5,1.2289705019491235
legitimate,4.00482280838536,False,-1,54,0,1,2,10,2.78917667109756
phishing,4.041092818215358,True,22,45,4,2,5,9,0.5395480696942567
legitimate,3.881727678869737,False,-1,30,0,0,2,6,1.6824654422817202
phishing,4.319773835029479,True,29,48,4,0,3,8,0.4300356786366994
legitimate,3.863465189601648,False,-1,25,0,0,3,6,1.4341771439617357
phishing,4.057855988582063,False,-1,39,0,0,2,6,1.2762381948990649
phishing,4.532732485345101,False,-1,85,0,0,5,11,1.5462597436604055
legitimate,4.160704752887782,False,-1,34,0,0,3,10,1.854838868998566
phishing,4.802265034584405,False,58,77,10,0,2,9,1.3670390464630688
legitimate,3.5585186130489057,False,-1,21,0,0,1,4,1.4789330752294072
phishing,3.797467632984005,False,-1,29,0,0,2,6,1.1785642182667586
phishing,3.998801836765325,False,-1,46,0,0,4,7,0.6512847471721551
legitimate,4.309869789234109,False,-1,58,0,0,3,11,2.801096526984771
legitimate,3.893660689688185,False,-1,25,0,0,4,7,2.13462541234313
legitimate,3.8441065448145375,False,-1,26,0,0,2,7,1.7926199731580348
phishing,3.987090041620335,False,-1,42,0,0,2,8,1.3911394847181655
phishing,3.708048150071232,False,-1,27,0,0,3,7,2.617286011456288
phishing,4.664731392171638,False,32,77,22,0,2,7,0.7926746153641194
legitimate,3.853863219997788,False,-1,29,0,0,4,6,2.0933353322657164
legitimate,3.8441065448145375,False,-1,26,0,0,3,6,1.5033564859793538
phishing,4.160383163865372,True,-1,45,0,0,2,7,0.8286786809565819
phishing,4.104281809855787,False,-1,41,0,0,4,8,1.707937443646901
legitimate,4.450648195373884,False,-1,64,0,0,3,11,1.6163801557953748
legitimate,4.371379278161677,False,37,44,2,0,3,7,0.950862566627336
phishing,4.160704752887782,False,12,34,3,0,2,7,1.7432018560367335
legitimate,3.953565664946427,False,-1,31,0,0,3,7,1.125731042166464
legitimate,4.106949132758152,False,-1,31,0,0,4,8,1.3344544817790027
phishing,3.766169917835722,False,-1,43,0,0,3,8,0.8944756929147155
phishing,4.7334448240680045,False,31,56,6,0,3,11,1.4970618057921692
legitimate,4.030639062229566,False,-1,32,0,0,3,6,1.1158198544489737
phishing,4.10424366875897,False,22,36,1,0,2,5,1.053456366578502
phishing,4.260025813001656,False,-1,61,0,0,3,11,1.189832008279714
legitimate,4.1809297529099325,False,-1,54,0,0,3,8,1.1048000061191183
legitimate,4.382730488818216,False,-1,51,0,0,3,9,1.1093716312102866
legitimate,4.22220806840402,False,-1,43,0,0,4,8,2.374654519778968
legitimate,3.725480556997868,False,11,18,1,0,1,5,1.8240641427629047
phishing,4.170461257506891,False,-1,53,0,0,1,10,3.20309287833402
legitimate,4.293410976136664,False,28,66,10,0,3,12,2.3916734688296075
phishing,4.66061643639424,False,22,115,8,1,2,19,1.385451304871153
phishing,3.471354487013929,False,11,19,3,0,2,6,4.883213015427452
legitimate,3.857946708877887,True,-1,45,0,0,2,6,1.0162265123385965
phishing,4.134373587245975,True,23,64,1,2,2,13,0.793190361456412
legitimate,3.842370993177109,False,-1,28,0,0,3,7,1.344221378157191
phishing,4.645202002011233,False,32,53,2,0,2,8,1.957896997507541
phishing,4.679931425927373,False,55,82,18,0,2,14,0.809505885712944
phishing,4.1153115322251015,False,-1,40,0,0,2,7,1.370996237975724
legitimate,4.813692494612527,False,9,72,21,0,2,12,3.7636647217535626
phishing,3.792198745085224,False,-1,44,0,0,3,8,1.959660974134502
phishing,4.866714653103527,True,63,127,24,2,4,18,1.1178122325987816
legitimate,3.9434651896016457,False,-1,25,0,0,3,6,1.437922348738781
phishing,4.156593961153605,False,-1,57,0,0,4,11,1.921562758467227
phishing,4.067202859776943,False,-1,39,0,1,2,9,3.300992683630672
phishing,4.431272380112911,False,24,50,4,0,3,9,1.3424746758630108
phishing,4.401419239118306,False,32,72,21,0,2,7,2.26693237802684
legitimate,3.855388542207534,False,15,24,4,0,3,6,0.8849646965428303
legitimate,4.238334671954105,False,-1,38,0,0,3,8,3.1069050731635324
legitimate,4.031401845392172,False,-1,30,0,0,4,6,0.8390627148182146
phishing,4.210737909843948,False,-1,54,0,0,3,11,1.6390498978605337
legitimate,3.3371753411230776,False,-1,17,0,0,1,4,1.443509183962442
phishing,4.513794876803093,False,9,33,4,0,2,6,1.7072684099228126
legitimate,3.767183467891461,False,-1,26,0,0,4,6,1.261823416800056
phishing,4.649744605205977,False,22,55,21,0,2,6,1.1836466291435193
legitimate,4.0022680844408445,False,-1,31,0,0,4,6,1.1072353112150068
legitimate,4.210586598202835,False,-1,58,0,0,3,9,0.725570039893857
legitimate,4.488521032323435,False,-1,48,0,0,3,9,3.398691617840759
phishing,3.9614063297218425,False,15,30,2,0,2,5,1.0821192939253703
legitimate,4.272804327334621,False,39,42,3,0,4,7,1.9564639909113577
legitimate,4.0828041386061225,False,-1,41,0,0,3,6,0.95338709134741
legitimate,4.736978884017096,False,43,63,8,0,3,14,2.5613382570619843
phishing,4.150188074498879,False,-1,128,0,0,1,24,1.2312827711606378
legitimate,4.266541406655651,False,-1,48,0,0,3,7,1.42825822443202
legitimate,3.5739348962840563,False,-1,24,0,0,3,6,1.3302744212619562
legitimate,4.287301737252941,False,12,36,2,0,3,7,0.7281246511777992
legitimate,4.10971640806369,False,-1,41,0,0,3,8,3.1069050731635324
phishing,4.207751647240615,False,-1,60,0,0,2,9,3.5544390434131383
legitimate,4.063362651645749,False,-1,49,0,0,2,8,1.6517803049957471
legitimate,4.025591860285232,False,-1,35,0,0,1,7,1.0624363751396728
phishing,4.15421610287363,False,-1,52,0,0,1,10,0.85714844177852
legitimate,4.202566376871878,False,-1,100,0,0,4,15,1.0563176742739118
phishing,4.07242414119796,False,13,45,3,0,2,10,0.8678319359990466
phishing,3.9898980954642873,False,14,30,3,0,2,5,0.7262490423612821
legitimate,3.813660689688185,False,-1,25,0,0,2,5,1.3149731324632985
phishing,4.126757472396297,True,8,75,41,2,3,10,-0.0450304857151631
legitimate,3.9395722619867226,False,-1,30,0,0,2,6,1.4533933415316271
legitimate,4.376824163604892,False,28,89,10,0,3,17,1.657353381823399
legitimate,4.056564762130954,False,-1,30,0,0,4,6,1.2043541778972615
phishing,5.255168228567572,False,45,178,34,2,3,25,1.535229841401619
legitimate,4.177374895226562,False,-1,47,0,0,3,8,1.5836767978593893
legitimate,3.7647351787255054,False,-1,30,0,0,3,5,2.145483849239313
phishing,5.093764231946957,True,26,267,39,10,5,22,2.4055410682982608
phishing,4.166333549959635,False,22,57,1,1,3,8,1.1653664359187947
phishing,4.55864086730828,False,8,83,42,1,2,12,0.030317912139675
legitimate,4.032303242743954,False,-1,27,0,0,3,6,1.3881647014140217
phishing,3.413088436425757,False,7,22,11,0,1,7,0.0
phishing,3.9483465138316336,False,-1,38,0,0,3,7,1.4634239588408828
legitimate,4.494672044626182,False,28,65,15,0,3,13,2.3916734688296075
phishing,4.537981169687208,False,64,72,7,0,4,12,2.271295627979407
legitimate,4.305858944160431,False,33,41,1,0,3,9,2.801096526984771
phishing,3.697845823084412,False,-1,22,0,0,1,5,3.87714896133428
legitimate,4.259514199528965,False,-1,41,0,0,2,8,1.43723077351212
phishing,3.969607339117404,False,-1,37,0,0,3,8,3.5544390434131383
phishing,5.792342823249032,False,81,265,35,0,4,13,1.45775691025396
phishing,4.006573937300012,False,22,39,1,0,2,8,1.2409003554262703
legitimate,3.823934896284056,False,-1,24,0,0,4,6,1.6656209743057495
phishing,4.026986833359286,False,-1,26,0,0,2,6,1.6220294243236195
legitimate,3.856564762130954,False,-1,30,0,0,3,7,1.2062843256492044
phishing,3.936891797757288,False,19,34,1,0,3,6,0.9078269694506922
legitimate,4.091622411276601,False,-1,42,0,0,3,8,1.1020569032135354
phishing,4.406821128952238,False,8,39,8,0,2,6,0.9639103214984188
phishing,4.443053603040049,False,48,52,4,0,2,8,0.6017753846708518
legitimate,3.952302977662386,False,-1,29,0,0,4,6,0.723786486381546
phishing,4.800803723045136,False,61,104,24,1,2,12,2.1028585115468554
phishing,3.941428031846024,False,12,32,2,0,2,6,1.4573587255446088
legitimate,4.925804146712547,False,64,92,4,0,4,14,2.6916860226435464
phishing,4.0860486123130375,False,8,36,9,2,1,8,0.7363314951148189
legitimate,3.363286923996055,False,-1,21,0,0,2,5,1.742563448983253
legitimate,3.6537567082870006,False,-1,21,0,0,2,6,2.174042396261952
phishing,4.205536075989824,False,40,46,1,0,2,9,1.109885999775676
phishing,4.486370130156178,False,-1,50,0,0,3,11,1.136889067068887
legitimate,4.187301164969735,False,29,84,2,0,3,18,1.5603755622676685
phishing,4.449522121022494,False,-1,115,0,0,3,18,0.9993648319959914
legitimate,3.998698935851037,False,-1,53,0,0,3,10,1.2666013110423338
legitimate,3.857306856898128,False,-1,29,0,0,3,6,1.0067937304582488
legitimate,4.089230396004719,False,36,71,11,1,3,13,3.4916828036312646
phishing,4.203837733233675,False,24,42,1,0,2,6,0.7296894754566708
legitimate,4.012188403968661,False,-1,28,0,0,4,6,1.5756138611391377
legitimate,4.640287536584864,False,37,66,6,0,2,13,1.3854916066893268
legitimate,4.371178126382215,False,-1,36,0,0,2,5,0.8812895763459113
phishing,4.497300040726041,False,18,45,10,0,2,8,1.9015480922825567
phishing,4.270910335425636,False,34,36,1,0,2,9,1.6238961055260577
legitimate,3.8100810205217313,False,-1,27,0,0,2,6,1.204408580850218
phishing,4.447073510283902,False,36,61,8,0,3,11,1.3108545552751367
legitimate,4.14306046043736,False,-1,65,0,0,3,10,0.8876432791712373
phishing,4.426616045880948,False,26,52,10,0,1,9,2.201145704680902
phishing,4.9620981881601365,False,33,97,34,0,2,14,3.1046886976947468
phishing,3.933720565137551,False,7,47,2,0,1,9,1.1806820327276295
legitimate,4.110577243331643,False,-1,28,0,0,3,6,1.0081051623403865
legitimate,4.101563189275507,False,-1,64,0,0,3,10,1.2487638508826704
legitimate,3.9489052156325104,False,-1,54,0,0,3,8,1.534883795123103
legitimate,3.5726236638951634,False,-1,22,0,0,2,6,1.7700934271560052
phishing,4.044063758094795,False,-1,37,0,0,3,8,1.3491360639074732
phishing,3.878068268345523,False,-1,34,0,2,2,8,1.463716985225224
phishing,3.9746954079158976,False,-1,31,0,0,2,6,1.0678025403939937
phishing,3.945718475144531,False,-1,38,0,0,2,5,1.3011671862878922
phishing,4.16064511698392,False,-1,67,0,0,4,14,1.5484076225820116
legitimate,4.079079570624174,False,-1,50,0,0,3,9,2.2120879754487413
phishing,4.040240000427043,True,-1,50,0,3,3,10,1.8089654159479545
phishing,5.135101329866863,False,32,319,113,0,8,44,1.7934940418612104
phishing,4.207149735045995,False,38,51,3,0,2,9,2.021262416074956
legitimate,4.24927205275426,False,-1,45,0,0,3,8,3.1069050731635324
phishing,4.275070520364182,False,32,40,2,0,3,6,1.5519832486637486
legitimate,4.493252142206324,False,32,78,6,0,3,14,2.252000739772828
phishing,4.745387410689394,True,61,126,17,2,3,18,1.1178122325987816
phishing,3.7834651896016473,False,-1,25,0,0,1,5,1.3048882443636969
phishing,4.473048041045147,False,7,41,8,0,1,6,0.9639103214984188
phishing,3.748328660365574,False,-1,26,0,0,1,6,1.220717416005236
phishing,3.851823225551767,False,13,28,3,0,3,5,1.1916085902259883
legitimate,4.240002787802771,False,-1,60,0,0,3,13,1.728611735768823
phishing,3.879085081048756,False,-1,38,0,0,2,6,1.0835559054305928
legitimate,4.0062389286533895,False,-1,30,0,0,3,6,1.2008129555655098
phishing,4.079678649882975,False,-1,34,0,0,3,6,1.6011112864064343
phishing,3.880179922675737,False,17,21,3,0,2,5,3.300579541960734
phishing,5.542983998032435,False,37,127,14,0,3,16,2.3916734688296075
phishing,3.7720552088742014,False,-1,24,0,0,2,5,1.5093671675261846
phishing,4.68828566571173,False,10,302,128,0,3,18,0.2194423403801302
phishing,4.408327086125995,False,17,47,2,0,1,7,0.6688124017767813
phishing,5.061962116938224,False,32,129,22,0,6,22,5.169079201813126
legitimate,4.007806185872076,False,-1,43,0,0,3,7,1.1095019017912051
legitimate,4.3505994232702605,False,-1,66,0,0,4,10,1.312120871928389
phishing,4.081687083026441,False,-1,40,0,0,2,8,0.9478192837629668
legitimate,4.195675662809304,False,-1,37,0,0,4,7,1.6315570415925975
legitimate,4.079347810555482,False,-1,41,0,0,3,8,3.398691617840759
phishing,4.014438730983427,False,21,35,1,0,2,5,1.260236568620237
phishing,4.687784648170441,True,62,125,18,2,4,18,1.1178122325987816
legitimate,4.073329701949522,False,-1,29,0,0,2,7,2.8225735221187227
phishing,4.2808889228530616,False,-1,59,0,0,1,8,0.8454166591722114
legitimate,4.486304289866842,False,43,54,6,0,3,10,2.5613382570619843
phishing,4.342790067330572,True,27,57,5,0,2,9,0.870185249423574
phishing,4.66140729939371,True,61,127,16,2,3,19,1.1178122325987816
phishing,4.060416641661804,False,-1,39,0,0,3,7,1.138169343714175
phishing,5.474814620869183,False,31,156,23,0,3,19,2.675413701402112
legitimate,3.999581770147834,False,-1,40,0,0,3,6,0.95338709134741
legitimate,4.499581770147834,False,-1,80,0,0,3,13,1.2993498709044862
legitimate,4.3542227440216,False,37,44,7,0,1,9,3.1069050731635324
phishing,3.7360786905275054,False,-1,41,0,0,3,11,1.6036967602987642
legitimate,3.7040386490267614,False,-1,31,0,0,3,7,1.7931497262178382
phishing,4.234606552606122,False,-1,85,0,0,3,15,1.465627621556235
phishing,3.991100693052872,False,-1,47,0,0,3,7,1.5809199607014948
phishing,3.8849058073002753,False,-1,219,0,0,1,38,1.2312827711606378
phishing,4.45148902643068,False,7,38,8,0,1,6,0.9639103214984188
legitimate,3.994626619926348,False,-1,49,0,0,3,9,1.3404944682921929
legitimate,4.135234743489788,False,-1,44,0,0,3,7,1.2654284423232909
legitimate,4.409537379451366,False,26,53,8,0,3,11,1.4045142688503771
phishing,5.089511243413619,False,40,87,11,0,2,9,1.3786212953787251
phishing,4.106198332810094,False,-1,40,0,0,3,8,1.551982749487096
phishing,3.968449003142376,False,31,35,3,0,3,8,1.3645742146485078
phishing,3.797020431713803,False,-1,35,0,0,3,7,1.94216298712168
legitimate,4.205864812989983,False,-1,62,0,0,3,10,0.9004482643853796
legitimate,4.177929371042467,False,12,41,2,0,4,8,1.274552706047846
phishing,4.118890197651045,False,36,42,1,0,3,8,1.4469291767743044
legitimate,4.161836090653271,False,-1,79,0,0,3,13,1.4815693542692048
legitimate,3.501397825434103,False,-1,23,0,0,2,6,1.752457741515351
legitimate,4.09130451776702,False,-1,41,0,0,3,8,3.1069050731635324
legitimate,3.7647351787255054,False,-1,30,0,0,3,6,1.2966471641924244
legitimate,4.006749918638778,False,28,36,7,0,3,8,2.661859211045975
legitimate,3.884858891889047,False,-1,33,0,0,3,9,2.104644486668363
legitimate,4.605718753120667,False,-1,108,0,0,2,16,3.3349202711907
legitimate,3.943465189601647,False,-1,25,0,0,2,5,1.348325515003418
legitimate,4.201231789474708,False,-1,38,0,0,5,7,1.4992012428046884
phishing,4.696148213634116,True,63,128,15,2,4,19,1.1178122325987816
phishing,4.453880424277104,False,47,63,11,0,2,12,1.6407472176739757
legitimate,4.027913127562166,False,-1,56,0,0,3,10,1.0901230821636867
phishing,5.023298151579911,False,22,77,24,0,2,9,2.044393279793025
legitimate,4.509622202407617,False,75,89,4,0,4,17,2.8002017268673187
phishing,3.703465189601647,False,-1,25,0,0,3,5,1.9825918502649584
legitimate,4.3380283651504605,False,-1,83,0,0,4,17,1.1985403733618565
phishing,4.264578373902381,False,22,35,3,0,2,7,0.9996176339074648
legitimate,4.454586923020085,False,28,68,19,0,3,13,2.3916734688296075
legitimate,4.625339682088916,False,-1,88,0,0,4,18,2.044490713899134
legitimate,3.8966879684212654,False,-1,33,0,0,3,8,1.338008327357603
legitimate,4.315015854397582,False,-1,66,0,0,4,11,3.1069050731635324
phishing,4.003259028248121,False,-1,37,0,0,2,9,3.468116818779324
phishing,4.168465671110588,False,-1,38,0,0,3,6,0.9148096401556416
legitimate,4.215002357224491,False,30,44,6,0,3,9,1.3051376898001943
phishing,4.86050434551134,False,28,61,17,0,3,7,1.5027271355717955
phishing,3.642371448743901,False,25,26,1,0,2,6,1.9717498438793253
phishing,4.229003731107053,False,23,35,2,0,2,6,0.7270009647252841
legitimate,4.010570934268483,False,-1,38,0,0,3,7,1.5135561834291789
phishing,5.49405351607532,False,34,415,51,0,2,8,4.493491356984548
phishing,3.907734270742486,False,-1,33,0,0,1,7,1.4498626744068102
legitimate,3.94075983254009,False,-1,28,0,0,3,7,1.7890506925872338
phishing,5.10465516597054,False,13,105,16,0,2,8,0.9728336469750066
legitimate,4.196439344671015,False,-1,40,0,0,3,8,1.6657896191072812
legitimate,3.52257158913636,False,-1,21,0,0,4,6,2.168472553488298
legitimate,4.174179234824742,False,-1,54,0,0,6,10,1.8588697305770543
phishing,3.944210332414287,False,-1,51,0,0,2,9,0.8944756929147155
legitimate,4.163320189106001,False,-1,48,0,0,5,9,1.306821559581233
legitimate,4.337326145256008,False,39,80,2,0,3,14,1.3797252307607373
phishing,5.02390864342305,False,67,119,11,0,3,16,1.2411758305150893
legitimate,3.9760107890421,False,33,35,2,0,2,7,2.324102514751337
phishing,4.889522527581844,True,45,131,18,5,2,19,1.6302886594080042
phishing,4.411947585047356,False,7,57,12,0,1,12,0.0
legitimate,4.256328385912463,False,-1,48,0,0,3,8,1.122774725813179
phishing,3.762267390651495,False,-1,23,0,0,2,6,1.3313279510560363
legitimate,3.9025182662886326,False,-1,32,0,0,3,6,1.04141935266343
legitimate,3.949906294285921,False,-1,51,0,0,4,8,1.6925635459192192
phishing,4.512413725685676,False,47,54,3,0,3,11,1.4316157386131851
legitimate,3.661226256269789,False,-1,26,0,0,4,6,2.146118928557061
legitimate,3.964735178725505,False,-1,30,0,0,4,7,1.0531738690909038
legitimate,4.297336478740345,False,-1,46,0,0,3,9,3.1069050731635324
phishing,5.330915395146161,False,34,110,26,0,2,8,1.1682718711906015
